,VISIT_AREA_ID,TRAVEL_ID,VISIT_ORDER,VISIT_AREA_NM,VISIT_START_YMD,VISIT_END_YMD,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD,ROAD_NM_CD,LOTNO_CD,POI_ID,POI_NM,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,VISIT_CHC_REASON_CD,LODGING_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,SGG_CD
1422,2306040003,e_e000599,2,더 플라자,2023-06-04,2023-06-04,서울 중구 소공로 119,서울 중구 태평로2가 23,126.9781107,37.5646923,,,POI01000TR042819V,더플라자,30.0,24,N,1.0,1.0,4.0,4.0,4.0,
1449,2305270006,e_e000603,6,호텔 PJ,2023-05-27,2023-05-28,서울 중구 마른내로 71,서울 중구 인현동1가 2-35,126.9957215,37.5647943,,,POI01000TR042699V,PJ호텔,450.0,24,N,6.0,1.0,5.0,5.0,5.0,
1453,2305280004,e_e000603,10,호텔 PJ,2023-05-28,2023-05-29,서울 중구 마른내로 71,서울 중구 인현동1가 2-35,126.9957215,37.5647943,,,POI01000TR042699V,PJ호텔,270.0,24,N,6.0,1.0,5.0,5.0,5.0,
1489,2305200007,e_e000607,6,일월일지,2023-05-20,2023-05-21,경기 양평군 단월면 통골길 71,경기 양평군 단월면 명성리 17-1,127.6805806,37.6008224,,,POI02001TR024599V,일월일지,480.0,24,N,11.0,3.0,5.0,3.0,3.0,
1496,2305220002,e_e000608,6,라마다 서울 동대문,2023-05-22,2023-05-23,서울 중구 동호로 354,서울특별시 중구 을지로5가 138대,127.0028059,37.5659111,,,POI010000006LNUCG,라마다호텔,30.0,24,N,5.0,1.0,4.0,3.0,4.0,1114015100.0
1530,2306100011,e_e000615,7,호텔 소노,2023-06-10,2023-06-10,충남 청양군 청양읍 칠갑산로5길 5-1,충남 청양군 청양읍 읍내리 209-31,126.8039029,36.451126,,,POI02001TR033674V,호텔소노,120.0,24,N,6.0,1.0,5.0,5.0,5.0,
1531,2306100012,e_e000615,11,호텔 소노,2023-06-10,2023-06-11,인천 중구 우현로9번길 13,인천 중구 사동 15-1,126.6254752,37.468936,,,POI01000000EQHL68,호텔소노,60.0,24,N,6.0,1.0,5.0,4.0,4.0,
1537,2305270003,e_e000618,3,더 플라자,2023-05-27,2023-05-27,서울 중구 소공로 119,서울 중구 태평로2가 23,126.9781107,37.5646923,,,POI01000TR042819V,더플라자,30.0,24,N,5.0,1.0,5.0,4.0,4.0,
1540,2305270006,e_e000618,6,더 플라자,2023-05-27,2023-05-28,서울 중구 소공로 119,서울 중구 태평로2가 23,126.9781107,37.5646923,,,POI01000TR042819V,더플라자,30.0,24,Y,8.0,1.0,4.0,4.0,4.0,
1548,2305280008,e_e000618,14,더 플라자,2023-05-28,2023-05-29,서울 중구 소공로 119,서울 중구 태평로2가 23,126.9781107,37.5646923,,,POI01000TR042819V,더플라자,180.0,24,Y,11.0,1.0,4.0,4.0,4.0,
1563,2305270005,e_e000621,5,홀리데이인 인천 송도,2023-05-27,2023-05-27,인천 연수구 인천타워대로 251,인천 연수구 송도동 33-1,126.6330159,37.3930917,,,POI01000000CIV8G9,홀리데이인인천송도,1320.0,24,N,6.0,1.0,4.0,4.0,4.0,
1564,2305270006,e_e000621,6,홀리데이인 인천 송도,2023-05-27,2023-05-28,인천 연수구 인천타워대로 251,인천 연수구 송도동 33-1,126.6330159,37.3930917,,,POI01000000CIV8G9,홀리데이인인천송도,360.0,24,N,6.0,1.0,5.0,4.0,4.0,
1574,2305280010,e_e000621,16,홀리데이인 인천 송도,2023-05-28,2023-05-29,인천 연수구 인천타워대로 251,인천 연수구 송도동 33-1,126.6330159,37.3930917,,,POI01000000CIV8G9,홀리데이인인천송도,1410.0,24,Y,6.0,1.0,4.0,4.0,4.0,
1589,2305190002,e_e000623,2,반달곰이 살던 숲,2023-05-19,2023-05-20,경기 화성시 정남면 정송길23번길 18,경기 화성시 정남면 백리 360-1,126.9567896,37.1631493,,,POI02001TR011895V,반달곰이살던숲,330.0,24,N,2.0,5.0,5.0,5.0,5.0,
1590,2305200001,e_e000623,3,반달곰이 살던 숲,2023-05-20,2023-05-21,경기 화성시 정남면 정송길23번길 18,경기 화성시 정남면 백리 360-1,126.9567896,37.1631493,,,POI02001TR011895V,반달곰이살던숲,1440.0,24,N,2.0,5.0,5.0,5.0,5.0,
1601,2305190002,e_e000627,10,올라 카이 송도파크호텔,2023-05-19,2023-05-20,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,150.0,24,N,2.0,1.0,5.0,5.0,5.0,4111113000.0
1608,2305190009,e_e000627,8,올라 카이 송도파크호텔,2023-05-19,2023-05-19,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,210.0,24,N,2.0,1.0,5.0,5.0,5.0,
1612,2305200003,e_e000627,12,올라 카이 송도파크호텔,2023-05-20,2023-05-20,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,210.0,24,N,2.0,1.0,5.0,5.0,5.0,
1616,2305260002,e_e000628,4,소노휴,2023-05-26,2023-05-27,경기 양평군 개군면 신내길7번길 55,경기 양평군 개군면 공세리 389-7,127.5326725,37.4692263,,,POI01000TR017165V,소노휴 양평,180.0,24,N,5.0,4.0,5.0,5.0,5.0,
1620,2305270002,e_e000628,6,클럽 보드리조트,2023-05-27,2023-05-28,경기 가평군 가평읍 북한강변로 214,경기 가평군 가평읍 금대리 510,127.5307624,37.7495971,,,POI02001TR029707V,클럽보드리조트,600.0,24,N,2.0,4.0,5.0,5.0,5.0,
1708,2305200005,e_e000655,5,A 플러스 호텔,2023-05-20,2023-05-21,경기 부천시 부일로233번길 43,경기 부천시 상동 450-2,126.7561813,37.4902327,,,POI01000000DRJZHZ,A+호텔,210.0,24,N,8.0,2.0,4.0,3.0,3.0,
1711,2305210003,e_e000655,8,에스 모텔,2023-05-21,2023-05-21,경기 부천시 부일로750번길 31,경기 부천시 역곡동 112-3,126.8143541,37.4864136,,,POI01000000EXUD0E,에스모텔,90.0,24,N,8.0,2.0,2.0,2.0,2.0,
1714,2305210006,e_e000655,11,에스 모텔,2023-05-21,2023-05-22,경기 부천시 부일로750번길 31,경기 부천시 역곡동 112-3,126.8143541,37.4864136,,,POI01000000EXUD0E,에스모텔,180.0,24,Y,8.0,2.0,2.0,2.0,2.0,
1776,2305270004,e_e000673,4,위코스테이,2023-05-27,2023-05-27,인천 중구 영종진광장로 10,인천 중구 중산동 1947-5,126.5792148,37.4927506,,,POI02001TR023346V,위코스테이 영종,120.0,24,N,8.0,1.0,5.0,5.0,5.0,
1778,2305270010,e_e000673,6,위코스테이,2023-05-27,2023-05-28,인천 중구 영종진광장로 10,,126.5791742,37.4927745,,,POI02001TR023346V,위코스테이 영종,180.0,24,N,8.0,1.0,5.0,5.0,5.0,2811014500.0
1784,2306030002,e_e000680,2,페어몬트앰배서더,2023-06-03,2023-06-03,페어몬트호텔,,,,,,,,30.0,24,N,1.0,1.0,4.0,2.0,4.0,1156011000.0
1789,2306030007,e_e000680,7,페어몬트앰배서더,2023-06-03,2023-06-04,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.9290916,37.5251877,,,POI01000TR021207V,페어몬트 앰배서더 서울,60.0,24,N,6.0,1.0,4.0,3.0,3.0,
1797,2306040008,e_e000680,15,페어몬트앰배서더,2023-06-04,2023-06-05,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.9290916,37.5251877,,,POI01000TR021207V,페어몬트 앰배서더 서울,60.0,24,Y,6.0,1.0,4.0,3.0,3.0,
1804,2306050007,e_e000680,22,페어몬트앰배서더,2023-06-05,2023-06-06,서울 영등포구 여의대로 108,서울 영등포구 여의도동 22,126.9290916,37.5251877,,,POI01000TR021207V,페어몬트 앰배서더 서울,180.0,24,Y,6.0,1.0,4.0,3.0,3.0,
1815,2305230008,e_e000682,8,호텔 달,2023-05-23,2023-05-23,경기 수원시 팔달구 화서문로75번길 20,경기 수원시 팔달구 북수동 59-9,127.0169831,37.2868266,,,POI010000006N00QF,호텔달,210.0,24,N,11.0,2.0,5.0,5.0,5.0,
1818,2305230011,e_e000682,11,호텔 달,2023-05-23,2023-05-24,경기 수원시 팔달구 화서문로75번길 20,경기 수원시 팔달구 북수동 59-9,127.0169831,37.2868266,,,POI010000006N00QF,호텔달,120.0,24,N,8.0,2.0,5.0,5.0,5.0,
1969,2305200007,e_e000715,7,호텔 지트,2023-05-20,2023-05-20,경기 시흥시 거북섬둘레길 1,경기 시흥시 정왕동 2706-12,126.6756441,37.3251602,,,POI02001TR033770V,호텔지뜨,780.0,24,N,7.0,1.0,4.0,4.0,4.0,
1970,2305200008,e_e000715,8,지트,2023-05-20,2023-05-21,,,,,,,,,60.0,24,N,8.0,1.0,4.0,4.0,4.0,
1988,2305260008,e_e000718,6,수원 시청역 하루,2023-05-26,2023-05-27,관광로 123번길 25,,,,,,,,150.0,24,N,8.0,2.0,4.0,2.0,2.0,4111313700.0
1998,2305200005,e_e000733,4,자연과 별 가평 천문대,2023-05-20,2023-05-21,경기 가평군 북면 백둔로342번길 115-33,경기 가평군 북면 백둔리 122-3,127.4740424,37.9129483,,,POI02001TR024731V,자연과별가평천문대,1110.0,24,N,5.0,3.0,3.0,2.0,3.0,
2004,2305200004,e_e000734,4,힐스테이트 삼송역 스칸센 오피스텔(2블록),2023-05-20,2023-05-21,경기 고양시 덕양구 삼송로 240,경기 고양시 덕양구 삼송동 294,126.9008868,37.6531741,,,POI01000000B1G6A4,힐스테이트삼송역오피스텔103동,120.0,22,Y,5.0,10.0,4.0,4.0,4.0,
2008,2305210004,e_e000734,8,힐스테이트 삼송역 스칸센 오피스텔(2블록),2023-05-21,2023-05-22,경기 고양시 덕양구 삼송로 240,경기 고양시 덕양구 삼송동 294,126.9008868,37.6531741,,,POI01000000B1G6A4,힐스테이트삼송역오피스텔103동,420.0,22,Y,5.0,10.0,4.0,3.0,3.0,
2014,2305220006,e_e000734,14,힐스테이트 삼송역 스칸센 오피스텔(2블록),2023-05-22,2023-05-23,경기 고양시 덕양구 삼송로 240,경기 고양시 덕양구 삼송동 294,126.9008868,37.6531741,,,POI01000000B1G6A4,힐스테이트삼송역오피스텔103동,420.0,22,Y,5.0,10.0,4.0,3.0,4.0,
2059,2305200004,e_e000747,4,해목 글램핑,2023-05-20,2023-05-21,경기 가평군 조종면 운악청계로371번길 74-36,경기 가평군 조종면 신상리 262-74,127.3489981,37.8532277,,,POI02001TR032627V,해목글램핑,600.0,24,N,2.0,5.0,5.0,4.0,4.0,
2126,2305210006,e_e000765,6,라벤더 온천 모텔,2023-05-21,2023-05-21,경기 화성시 팔탄면 버들로1597번길 22,경기 화성시 팔탄면 월문리 235-68,126.8759941,37.1158983,,,POI01000000B6ETRB,라벤더온천모텔,810.0,24,N,7.0,2.0,4.0,4.0,4.0,
2127,2305210007,e_e000765,7,라벤더 온천 모텔,2023-05-21,2023-05-22,경기 화성시 팔탄면 버들로1597번길 22,,,,,,,,360.0,24,N,7.0,2.0,3.0,4.0,4.0,3611010600.0
2142,2306020002,e_e000771,3,곤지암리조트 West 빌리지,2023-06-02,2023-06-03,경기 광주시 도척면 도척윗로 278,경기 광주시 도척면 도웅리 533,127.2936802,37.3380854,,,POI02001TR002685V,곤지암리조트 West빌리지,210.0,24,N,8.0,4.0,1.0,5.0,5.0,
2152,2305280005,e_e000774,6,더블 스테이 쁘띠로 키즈 풀빌라,2023-05-28,2023-05-29,경기 가평군 가평읍 호반로 2130-14,경기 가평군 가평읍 이화리 107-31,127.5087757,37.7807257,,,POI02001TR007122V,더블스테이 쁘띠로키즈풀빌라,600.0,24,N,7.0,3.0,4.0,3.0,4.0,
2166,2305200006,e_e000785,6,미리내리조트 힐 빅클럽,2023-05-20,2023-05-21,경기 양평군 지평면 월산저수지길 21,경기 양평군 지평면 월산리 576-1,127.6492441,37.4812121,,,POI01000000912M0U,미리내힐빙클럽내,210.0,24,N,5.0,4.0,5.0,5.0,5.0,
2183,2305200004,e_e000789,4,파크뷰 테라스 호텔,2023-05-20,2023-05-21,,경기 파주시 야당동 1079-1,126.7620566,37.716399,,,POI01000TR034584V,파크뷰테라스호텔,180.0,24,N,2.0,1.0,5.0,5.0,5.0,
2238,2305250002,e_e000804,3,글래드 마포,2023-05-25,2023-05-26,서울 마포구 마포대로 92,서울 마포구 도화동 25-13,126.9513505,37.5427865,,,POI010000006GN55F,글래드 마포,300.0,24,N,1.0,1.0,5.0,5.0,5.0,
2242,2305260003,e_e000804,6,호텔 라르,2023-05-26,2023-05-26,경기 김포시 고촌읍 장차로5번길 5-9,경기 김포시 고촌읍 신곡리 1068-3,126.7692841,37.6027016,,,POI01000000DRKPR0,호텔라르,120.0,24,Y,4.0,1.0,5.0,5.0,5.0,
2245,2305260006,e_e000804,9,호텔 라르,2023-05-26,2023-05-27,경기 김포시 고촌읍 장차로5번길 5-9,경기 김포시 고촌읍 신곡리 1068-3,126.7692841,37.6027016,,,POI01000000DRKPR0,호텔라르,1440.0,24,Y,4.0,1.0,5.0,5.0,5.0,
2251,2305270006,e_e000804,15,호텔 라르,2023-05-27,2023-05-28,경기 김포시 고촌읍 장차로5번길 5-9,경기 김포시 고촌읍 신곡리 1068-3,126.7692841,37.6027016,,,POI01000000DRKPR0,호텔라르,150.0,24,Y,8.0,1.0,5.0,5.0,5.0,
2299,2305200007,e_e000810,7,소담빌,2023-05-20,2023-05-21,서울 노원구 노해로85길 10-55,서울 노원구 상계동 330-29,127.0661543,37.6564596,,,POI01000000C81OAF,소담빌,60.0,24,N,8.0,11.0,5.0,5.0,5.0,
2324,2305200006,e_e000812,6,경기도 교직원 가평 서덕원,2023-05-20,2023-05-21,경기 가평군 가평읍 북한강변로 238,경기 가평군 가평읍 금대리 520-5,127.5334043,37.7515475,,,POI01000000ASCUHL,경기도교직원가평수덕원,210.0,24,N,8.0,4.0,5.0,5.0,5.0,
2339,2305310002,e_e000818,3,무아레 도그 라운드,2023-05-31,2023-06-01,삼회리 464 (경기 가평군 청평면 북한강로1636번길 25),,,,,,,,510.0,24,N,11.0,3.0,5.0,3.0,4.0,4182032500.0
2356,2305270002,e_e000828,10,호텔 알로하,2023-05-27,2023-05-28,경기 포천시 일동면 화동로 1037,경기 포천시 일동면 기산리 89-3,127.3164106,37.956146,,,POI01000000DRLKUZ,호텔알로하,330.0,24,N,8.0,1.0,3.0,3.0,3.0,
2362,2305270008,e_e000828,7,호텔 알로하,2023-05-27,2023-05-27,경기 포천시 일동면 화동로 1037,경기 포천시 일동면 기산리 89-3,127.3164106,37.956146,,,POI01000000DRLKUZ,호텔알로하,90.0,24,N,8.0,1.0,3.0,3.0,3.0,
2365,2305280001,e_e000828,18,호텔 알로하,2023-05-28,2023-05-29,경기 포천시 일동면 화동로 1037,경기 포천시 일동면 기산리 89-3,127.3164106,37.956146,,,POI01000000DRLKUZ,호텔알로하,300.0,24,N,8.0,1.0,3.0,3.0,3.0,
2400,2305210002,e_e000841,10,호텔도노,2023-05-21,2023-05-22,경기 수원시 팔달구 신풍로 68,경기 수원시 팔달구 장안동 30-6,127.0138346,37.2870468,,,POI01000TR033786V,호텔도노,180.0,24,N,2.0,1.0,4.0,3.0,3.0,
2406,2305210008,e_e000841,7,호텔도노,2023-05-21,2023-05-21,경기 수원시 팔달구 신풍로 68,경기 수원시 팔달구 장안동 30-6,127.0138346,37.2870468,,,POI01000TR033786V,호텔도노,120.0,24,N,2.0,1.0,4.0,3.0,3.0,
2415,2305270002,e_e000844,6,소피텔앰배서더,2023-05-27,2023-05-28,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.1064031,37.5138805,,,POI01000TR009804V,소피텔 앰배서더 서울,510.0,24,N,2.0,1.0,4.0,4.0,4.0,2714010200.0
2417,2305270004,e_e000844,3,소피텔앰배서더,2023-05-27,2023-05-27,서울 송파구 잠실로 209,서울 송파구 신천동 29-1,127.1061654,37.5137861,,,POI01000TR009804V,소피텔 앰배서더 서울,270.0,24,N,2.0,1.0,5.0,4.0,4.0,
2454,2305240005,e_e000856,5,맹그로브 신설점,2023-05-24,2023-05-24,서울 동대문구 왕산로 22,서울 동대문구 신설동 98-24,127.0260733,37.5761846,,,POI01000000E65J7B,쏘카존맹그로브신설점,60.0,24,N,8.0,11.0,4.0,4.0,4.0,
2457,2305240008,e_e000856,8,맹그로브 신설점,2023-05-24,2023-05-25,서울 동대문구 왕산로 22,서울 동대문구 신설동 98-24,127.0260733,37.5761846,,,POI01000000E65J7B,쏘카존맹그로브신설점,60.0,24,N,8.0,11.0,4.0,4.0,4.0,
2465,2305250008,e_e000856,16,맹그로브 신설점,2023-05-25,2023-05-26,서울 동대문구 왕산로 22,서울 동대문구 신설동 98-24,127.0260733,37.5761846,,,POI01000000E65J7B,쏘카존맹그로브신설점,60.0,24,Y,8.0,11.0,4.0,4.0,4.0,
2469,2305260004,e_e000856,20,맹그로브 신설점,2023-05-26,2023-05-27,서울 동대문구 왕산로 22,서울 동대문구 신설동 98-24,127.0260733,37.5761846,,,POI01000000E65J7B,쏘카존맹그로브신설점,60.0,24,Y,4.0,11.0,4.0,4.0,4.0,
2503,2306040005,e_e000861,9,토요코인 호텔 서울 동대문 2,2023-06-04,2023-06-05,서울 중구 퇴계로 325,서울 중구 광희동2가 14-1,127.0078201,37.5644932,,,POI01000TR027791V,토요코인호텔 서울동대문2,210.0,24,N,7.0,1.0,5.0,5.0,5.0,
2509,2306050006,e_e000861,15,토요코인 호텔 서울 동대문 ,2023-06-05,2023-06-06,서울 중구 퇴계로 325,서울 중구 광희동2가 14-1,127.0078201,37.5644932,,,POI01000TR027791V,토요코인호텔 서울동대문2,330.0,24,Y,6.0,1.0,5.0,5.0,5.0,
2517,2305270003,e_e000863,3,소풍 모텔,2023-05-27,2023-05-28,경기 성남시 분당구 분당로53번길 14,경기 성남시 분당구 서현동 268-4,127.1221965,37.3838165,,,POI010000008H5DSV,소풍모텔,120.0,24,N,8.0,2.0,3.0,2.0,3.0,
2519,2305280002,e_e000863,6,호텔 아르떼,2023-05-28,2023-05-28,경기 수원시 팔달구 인계로108번길 37,경기 수원시 팔달구 인계동 1033-18,127.0290416,37.2661364,,,POI01000000ALWPLX,아르테호텔,60.0,24,N,8.0,1.0,5.0,5.0,5.0,
2524,2305280007,e_e000863,10,호텔 아르떼,2023-05-28,2023-05-29,경기 수원시 팔달구 인계로108번길 37,경기 수원시 팔달구 인계동 1033-18,127.0290416,37.2661364,,,POI01000000ALWPLX,아르테호텔,300.0,24,N,8.0,1.0,5.0,5.0,4.0,
2530,2305250002,e_e000865,2,오션 솔레 뷰 호텔,2023-05-25,2023-05-25,인천 중구 영종진광장로 32,인천 중구 중산동 1947-1,126.5793268,37.4945557,,,POI01000000D8MSFA,(주)지티인터내셔널오션솔레뷰호텔,360.0,24,Y,8.0,1.0,4.0,4.0,4.0,
2532,2305250004,e_e000865,4,오션 솔레 뷰 호텔,2023-05-25,2023-05-26,인천 중구 영종진광장로 32,인천 중구 중산동 1947-1,126.5793268,37.4945557,,,POI01000000D8MSFA,(주)지티인터내셔널오션솔레뷰호텔,120.0,24,Y,4.0,1.0,4.0,4.0,4.0,
2538,2306030003,e_e000872,3,칼봉산 자연휴양림,2023-06-03,2023-06-04,경기 가평군 가평읍 경반안로 454,경기 가평군 가평읍 경반리 산 137,127.4648149,37.8372736,,,POI01000000BFYPW5,칼봉산자연휴양림,1170.0,24,N,1.0,9.0,5.0,5.0,5.0,
2571,2306010009,e_e000883,8,토요코인 호텔 서울 강남점,2023-06-01,2023-06-02,서울 서초구 강남대로 323,서울 서초구 서초동 1337-27,127.0299655,37.491877,,,POI01000000DITG77,토요코인서울강남,180.0,24,N,8.0,1.0,5.0,5.0,5.0,
2594,2305240005,e_e000902,6,돈키호테,2023-05-24,2023-05-25,인천 중구 우현로9번길 36,인천 중구 사동 17-44,126.6251955,37.4694802,,,POI02001TR007674V,돈키호테,510.0,24,N,8.0,2.0,5.0,5.0,4.0,
2597,2305250002,e_e000902,9,오션파크 나인 호텔,2023-05-25,2023-05-26,인천 중구 영종진광장로 10,인천 중구 중산동 1947-5,126.5792689,37.4927805,,,POI01000000C3U5EO,뉴코아아울렛 동수원점,450.0,24,N,8.0,1.0,5.0,5.0,5.0,
2604,2306050003,e_e000906,3,장화리 낙조마을,2023-06-05,2023-06-05,,인천 강화군 화도면 장화리 433-4,126.3805117,37.6230346,,,POI01000TR020205V,장화리낙조마을,120.0,1,N,6.0,5.0,5.0,5.0,5.0,
2605,2306050004,e_e000906,4,바다로 글램핑,2023-06-05,2023-06-06,인천 강화군 화도면 해안남로 2421-228,인천 강화군 화도면 장화리 467-4,126.3769031,37.621775,,,POI02001TR011669V,바다로글램핑,480.0,24,N,2.0,5.0,5.0,5.0,5.0,
2648,2305280002,e_e000917,2,파로스 관광호텔,2023-05-28,2023-05-28,서울 송파구 올림픽로10길 5,서울 송파구 잠실동 180,127.0811662,37.5110597,,,POI01000000BI0V6Q,파로스관광호텔,60.0,24,N,6.0,1.0,5.0,5.0,5.0,
2651,2305280005,e_e000917,5,파로스 관광호텔,2023-05-28,2023-05-28,서울 송파구 올림픽로10길 5,서울 송파구 잠실동 180,127.0811662,37.5110597,,,POI01000000BI0V6Q,파로스관광호텔,30.0,24,Y,6.0,1.0,5.0,5.0,5.0,
2653,2305280007,e_e000917,7,파로스 관광호텔,2023-05-28,2023-05-29,서울 송파구 올림픽로10길 5,서울 송파구 잠실동 180,127.0811662,37.5110597,,,POI01000000BI0V6Q,파로스관광호텔,1440.0,24,N,6.0,1.0,5.0,5.0,5.0,
2670,2305250005,e_e000930,9,어반 스테이 부티크 익선,2023-05-25,2023-05-25,서울 종로구 돈화문로11나길 53,서울 종로구 익선동 53,126.9894495,37.5749797,,,POI02001TR020262V,어반스테이 부티크 익선,60.0,24,N,2.0,1.0,4.0,3.0,4.0,
2674,2305250009,e_e000930,13,어반 스테이 부티크 익선,2023-05-25,2023-05-26,서울 종로구 돈화문로11나길 53,서울 종로구 익선동 53,126.9894495,37.5749797,,,POI02001TR020262V,어반스테이 부티크 익선,60.0,24,N,2.0,1.0,4.0,4.0,4.0,
2711,2306010002,e_e000936,8,올라 카이 송도파크호텔,2023-06-01,2023-06-02,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,180.0,24,N,8.0,1.0,5.0,5.0,5.0,
2713,2306010004,e_e000936,3,올라 카이 송도파크호텔,2023-06-01,2023-06-01,인천 연수구 테크노파크로 151,인천 연수구 송도동 93-1,126.6407978,37.388124,,,POI010000006EGLBS,오라카이 송도파크호텔,180.0,24,N,8.0,1.0,5.0,5.0,5.0,
2728,2306030006,e_e000942,5,평화누리 체험장,2023-06-03,2023-06-04,경기 연천군 장남면 원당로87번길 34,경기 연천군 장남면 원당리 678,126.8837028,37.9810464,,,POI02001TR030922V,평화누리체험장,540.0,24,N,8.0,5.0,1.0,1.0,1.0,
2753,2305280003,e_e000946,23,파크 하얏트 서울,2023-05-28,2023-05-28,서울 강남구 테헤란로 606,서울 강남구 대치동 995-14,127.0642831,37.508732,,,POI01000TR103502V,파크 하얏트 서울,120.0,24,N,5.0,1.0,5.0,5.0,5.0,
2756,2305280006,e_e000946,26,파크 하얏트 서울,2023-05-28,2023-05-29,서울 강남구 테헤란로 606,서울 강남구 대치동 995-14,127.0642831,37.508732,,,POI01000TR103502V,파크 하얏트 서울,240.0,24,N,2.0,1.0,5.0,5.0,5.0,
2764,2306070002,e_e000947,8,한화리조트,2023-06-07,2023-06-08,경기 포천시 영북면 산정호수로 402,경기 포천시 영북면 산정리 454-4,127.3139588,38.0662041,,,POI01000000BYKT9R,한화리조트 산정호수 안시,240.0,24,N,11.0,4.0,3.0,2.0,2.0,
